sent
2653	бумага	0 бумага NOUN femn inan sing nomn
2654	,	0 , PNCT
2654	стекло	0 стекло NOUN neut inan sing nomn
2655	,	0 , PNCT
2655	пластик	0 пластик NOUN masc inan sing nomn
2656	,	0 , PNCT
2656	нужно	0 нужно PRED
2657	перерабатывать	0 перерабатывать INFN impf tran actv
2658	.	0 . PNCT
/sent
sent
2658	Он	0 он ADJF Apro Subx masc sing 3per nomn
2659	понимает	0 понимать VERB impf tran sing actv pres 3per indc
2660	,	0 , PNCT
2660	что	0 что CONJ
2661	действия	0 действие NOUN neut inan plur nomn
2662	в	0 в PREP
2663	отношении	0 отношение NOUN neut inan sing loct
2664	противника	0 противник NOUN masc anim sing gent
2665	,	0 , PNCT
2665	с	0 с PREP
2666	которым	0 который ADJF Apro masc sing ablt
2667	приходится	0 приходиться VERB impf intr sing pres 3per indc
2668	иметь	0 иметь INFN impf tran actv
2669	сегодня	0 сегодня ADVB
2670	дело	0 дело NOUN neut inan sing accs
2671	"	0 " PNCT
2671	должны	0 должен ADJS plur
2672	быть	0 быть INFN impf intr actv
2673	адекватными	0 адекватный ADJF plur ablt
2674	,	0 , PNCT
2674	но	0 но CONJ
2675	разумными	0 разумный ADJF plur ablt
2676	"	0 " PNCT
2677	.	0 . PNCT
/sent
sent
2678	При	0 при PREP
2679	том	0 то ADJF Apro Subx neut sing loct
2680	что	0 что CONJ
2681	устав	0 устав NOUN masc inan sing nomn
2682	предписывает	0 предписывать VERB impf tran sing actv pres 3per indc
2683	высшему	0 высший ADJF masc sing datv
2684	совету	0 совет NOUN masc inan sing datv
2685	верховную	0 верховный ADJF femn sing accs
2686	роль	0 роль NOUN femn inan sing accs
2687	во	0 во PREP
2688	внутрипартийной	0 внутрипартийный ADJF femn sing loct
2689	иерархии	0 иерархия NOUN femn inan sing loct
2690	(	0 ( PNCT
2690	высший	0 высший ADJF masc sing nomn
2691	совет	0 совет NOUN masc inan sing nomn
2692	представляет	0 представлять VERB impf tran sing actv pres 3per indc
2693	съезду	0 съезд NOUN masc inan sing datv
2694	список	0 список NOUN masc inan sing accs
2695	кандидатов	0 кандидат NOUN masc anim plur gent
2696	в	0 в PREP
2697	генсовет	0 генсовет NOUN masc inan sing accs
2698	)	0 ) PNCT
2699	,	0 , PNCT
2700	очевидно	0 очевидно PRED
2701	,	0 , PNCT
2701	что	0 что CONJ
2702	именно	0 именно PRCL
2703	за	0 за PREP
2704	13	0 13 NUMR
2705	мест	0 место NOUN neut inan plur gent
2706	в	0 в PREP
2707	генсовете	0 генсовет NOUN masc inan sing loct
2708	теперь	0 теперь ADVB Ques
2709	будет	0 быть VERB impf intr actv sing futr 3per indc
2710	разворачиваться	0 разворачиваться INFN impf intr
2711	основная	0 основной ADJF femn sing nomn
2712	аппаратная	0 аппаратный ADJF femn sing nomn
2713	борьба	0 борьба NOUN femn inan sing nomn
2714	.	0 . PNCT
/sent
sent
2714	Генпрокурор	0 генпрокурор NOUN masc anim sing nomn
2715	там	0 там ADVB Ques
2716	не	0 не PRCL
2717	упомянут	0 упомянуть PRTS perf masc sing pssv past
2718	.	0 . PNCT
/sent
sent
2718	Что	0 что ADJF Apro Subx neut sing nomn
2719	же	0 же PRCL
2720	делается	0 делаться VERB impf intr sing pres 3per indc
2721	,	0 , PNCT
2721	чтобы	0 чтобы CONJ
2722	людям	0 человек NOUN masc anim plur datv
2723	жилось	0 житься VERB impf intr neut sing past indc
2724	по-людски	0 по-людски ADVB
2725	?	0 ? PNCT
/sent
sent
2725	Что	0 что ADJF Apro Subx neut sing nomn
2726	это	0 это ADJF Apro Subx neut sing nomn
2727	за	0 за PREP
2728	цель	0 цель NOUN femn inan sing accs
2729	?	0 ? PNCT
/sent
sent
2729	Давайте	0 давайте PRCL
2730	посмотрим	0 посмотреть VERB perf tran sing actv impr incl
2731	на	0 на PREP
2732	то	0 то ADJF Apro Subx neut sing accs
2733	,	0 , PNCT
2733	что	0 что ADJF Apro Subx neut sing nomn
2734	происходит	0 происходить VERB impf intr actv sing pres 3per indc
2735	по	0 по PREP
2736	громким	0 громкий ADJF plur datv
2737	делам	0 дело NOUN neut inan plur datv
2738	последнего	0 последний ADJF neut sing gent
2739	времени	0 время NOUN neut inan sing gent
2740	.	0 . PNCT
/sent
sent
2740	Мы	0 мы ADJF Apro Subx plur 1per nomn
2741	можем	0 мочь VERB impf intr actv plur pres 1per indc
2742	просчитать	0 просчитать INFN perf tran actv
2743	вас	0 вы ADJF Apro Subx plur 2per accs
2744	полностью	0 полностью ADVB
2745	.	0 . PNCT
/sent
sent
2745	Понадобятся	0 понадобиться VERB perf intr plur futr 3per indc
2746	ли	0 ли PRCL
2747	реформе	0 реформа NOUN femn inan sing datv
2748	специальные	0 специальный ADJF plur nomn
2749	деньги	0 деньги NOUN plur nomn
2750	?	0 ? PNCT
/sent
sent
2750	От	0 от PREP
2751	беды	0 беда NOUN femn inan sing gent
/sent
sent
2752	Сейчас	0 сейчас ADVB Ques
2753	штат	0 штат NOUN masc inan sing nomn
2754	приморского	0 приморский ADJF neut sing gent
2755	управления	0 управление NOUN neut inan sing gent
2756	ГНК	0 ГНК NOUN masc inan Fixd sing gent
2757	ещё	0 еще ADVB
2758	комплектуется	0 комплектоваться VERB impf intr sing pres 3per indc
2759	,	0 , PNCT
2759	но	0 но CONJ
2760	,	0 , PNCT
2760	по	0 по PREP
2761	словам	0 слово NOUN neut inan plur datv
2762	Александра	0 Александр NOUN masc anim sing gent
2763	Ролика	0 Ролик NOUN masc anim sing gent
2764	,	0 , PNCT
2764	70	0 70 NUMR
2765	процентов	0 процент NOUN masc inan plur gent
2766	его	0 его ADJF Apro
2767	кадров	0 кадр NOUN masc inan plur gent
2768	составят	0 составить VERB perf tran plur actv futr 3per indc
2769	бывшие	0 бывший ADJF plur nomn
2770	налоговые	0 налоговый ADJF plur nomn
2771	полицейские	0 полицейский NOUN masc anim plur nomn
2772	,	0 , PNCT
2772	а	0 а CONJ
2773	оставшую	0 оставший ADJF femn sing accs
2774	часть	0 часть NOUN femn inan sing accs
2775	--	0 -- PNCT
2775	спецы	0 спец NOUN masc anim plur nomn
2776	из	0 из PREP
2777	бывшего	0 бывший ADJF neut sing gent
2778	УБНОНа	0 убнон NOUN neut inan sing gent
2779	и	0 и CONJ
2780	других	0 другой ADJF Apro plur gent
2781	силовых	0 силовой ADJF plur gent
2782	структур	0 структура NOUN femn inan plur gent
2783	,	0 , PNCT
2783	пожелавшие	0 пожелать PRTF perf tran actv plur nomn past
2784	прийти	0 прийти INFN perf intr actv
2785	на	0 на PREP
2786	службу	0 служба NOUN femn inan sing accs
2787	в	0 в PREP
2788	этот	0 этот ADJF Apro masc sing accs inan
2789	комитет	0 комитет NOUN masc inan sing accs
2790	.	0 . PNCT
/sent
sent
2790	Во-вторых	0 во-вторых CONJ Prnt
2791	,	0 , PNCT
2791	создать	0 создать INFN perf tran actv
2792	новую	0 новый ADJF femn sing accs
2793	мощную	0 мощный ADJF femn sing accs
2794	партийную	0 партийный ADJF femn sing accs
2795	структуру	0 структура NOUN femn inan sing accs
2796	.	0 . PNCT
/sent
sent
2796	Да	0 да PRCL
2797	,	0 , PNCT
2797	увеличение	0 увеличение NOUN neut inan sing nomn
2798	зарплаты	0 зарплата NOUN femn inan sing gent
2799	с	0 с PREP
2800	1	0 1 NUMR
2801	октября	0 октябрь NOUN masc inan sing gent
2802	2003	0 2003 NUMR
2803	г	0 год NOUN masc inan sing gent
2804	.	0 . PNCT
2804	частично	0 частично ADVB
2805	компенсирует	0 компенсировать VERB perf tran sing actv futr 3per indc
2806	рост	0 рост NOUN masc inan sing accs
2807	цен	0 цена NOUN femn inan plur gent
2808	за	0 за PREP
2809	прошедший	0 прошедший ADJF masc sing accs inan
2810	период	0 период NOUN masc inan sing accs
2811	,	0 , PNCT
2811	но	0 но CONJ
2812	ведь	0 ведь PRCL
2813	не	0 не PRCL
2814	за	0 за PREP
2815	будущий	0 будущий ADJF masc sing accs inan
2816	год	0 год NOUN masc inan sing accs
2817	.	0 . PNCT
/sent
sent
2817	Это	0 это ADJF Apro Subx neut sing nomn
2818	золотые	0 золотой ADJF plur nomn
2819	слова	0 слово NOUN neut inan plur nomn
2820	,	0 , PNCT
2820	и	0 и CONJ
2821	к	0 к PREP
2822	ним	0 они ADJF Apro Subx plur 3per datv
2823	очень	0 очень ADVB
2824	и	0 и CONJ
2825	очень	0 очень ADVB
2826	нужно	0 нужно PRED
2827	прислушиваться	0 прислушиваться INFN impf intr
2828	.	0 . PNCT
/sent
sent
2828	На	0 на PREP
2829	поведении	0 поведение NOUN neut inan sing loct
2830	инвесторов	0 инвестор NOUN masc anim plur gent
2831	сказывается	0 сказываться VERB impf intr sing pres 3per indc
2832	неопределённость	0 неопределенность NOUN femn inan sing nomn
2833	госполитики	0 госполитика NOUN femn inan sing gent
2834	в	0 в PREP
2835	области	0 область NOUN femn inan sing loct
2836	внешней	0 внешний ADJF femn sing gent
2837	торговли	0 торговля NOUN femn inan sing gent
2838	.	0 . PNCT
/sent
sent
2838	Поэтому	0 поэтому ADVB Ques
2839	ответственно	0 ответственно ADVB
2840	заявляю	0 заявлять VERB impf tran sing actv pres 1per indc
2841	--	0 -- PNCT
2841	передела	0 передел NOUN masc inan sing gent
2842	собственности	0 собственность NOUN femn inan sing gent
2843	на	0 на PREP
2844	землю	0 земля NOUN femn inan sing accs
2845	не	0 не PRCL
2846	будет	0 быть VERB impf intr actv sing futr 3per indc
2847	,	0 , PNCT
2847	но	0 но CONJ
2848	обязательно	0 обязательно ADVB
2849	будет	0 быть VERB impf intr actv sing futr 3per indc
2850	ужесточен	0 ужесточить PRTS perf masc sing pssv past
2851	контроль	0 контроль NOUN masc inan sing accs
2852	за	0 за PREP
2853	рынком	0 рынок NOUN masc inan sing ablt
2854	земли	0 земля NOUN femn inan sing gent
2855	.	0 . PNCT
/sent
sent
2855	Появление	0 появление NOUN neut inan sing nomn
2856	на	0 на PREP
2857	должности	0 должность NOUN femn inan sing loct
2858	председателя	0 председатель NOUN masc anim sing gent
2859	Высшего	0 высший ADJF masc sing gent
2860	совета	0 совет NOUN masc inan sing gent
2861	партии	0 партия NOUN femn inan sing gent
2862	министра	0 министр NOUN masc anim sing gent
2863	внутренних	0 внутренний ADJF plur gent
2864	дел	0 дело NOUN neut inan plur gent
2865	Бориса	0 Борис NOUN masc anim sing gent
2866	Грызлова	0 Грызлов NOUN masc anim sing gent
2867	навело	0 навести VERB perf tran neut sing actv past indc
2868	аналитиков	0 аналитик NOUN masc anim plur accs
2869	на	0 на PREP
2870	мысль	0 мысль NOUN femn inan sing accs
2871	,	0 , PNCT
2871	что	0 что CONJ
2872	внутри	0 внутри PREP
2873	"	0 " PNCT
2873	Единой	0 единый ADJF femn sing gent
2874	России	0 Россия NOUN femn inan sing gent
2875	"	0 " PNCT
2875	идёт	0 идти VERB impf intr actv sing pres 3per indc
2876	борьба	0 борьба NOUN femn inan sing nomn
2877	разных	0 разный ADJF plur gent
2878	политических	0 политический ADJF plur gent
2879	кланов	0 клан NOUN masc inan plur gent
2880	.	0 . PNCT
/sent
sent
2880	И	0 и CONJ
2881	всё-таки	0 все-таки PRCL
2882	каков	0 каков ADJF Apro nomn masc sing
2883	будет	0 быть VERB impf intr actv sing futr 3per indc
2884	с	0 с PREP
2885	1	0 1 NUMR
2886	августа	0 август NOUN masc inan sing gent
2887	средний	0 средний ADJF masc sing nomn
2888	размер	0 размер NOUN masc inan sing nomn
2889	пенсий	0 пенсия NOUN femn inan plur gent
2890	?	0 ? PNCT
/sent
sent
2890	С	0 с PREP
2891	такими	0 такой ADJF Apro plur ablt
2892	людьми	0 человек NOUN masc anim plur ablt
2893	интересно	0 интересно PRED
2894	--	0 -- PNCT
2894	и	0 и CONJ
2895	на	0 на PREP
2896	мероприятие	0 мероприятие NOUN neut inan sing accs
2897	какое-то	0 какой-то ADJF Apro neut sing accs inan
2898	можно	0 можно PRED
2899	выйти	0 выйти INFN perf intr actv
2900	и	0 и CONJ
2901	просто	0 просто PRCL
2902	пообщаться	0 пообщаться INFN perf intr
2903	.	0 . PNCT
/sent
sent
2903	Вот	0 вот PRCL
2904	она	0 она ADJF Apro Subx femn sing 3per nomn
2905	,	0 , PNCT
2905	четвёртая	0 четвертый ADJF Anum femn sing nomn
2906	власть	0 власть NOUN femn inan sing nomn
2907	!	0 ! PNCT
2908	"	0 " PNCT
2909	-	0 - PNCT
2910	-	0 - PNCT
2911	воскликнул	0 воскликнуть VERB perf tran masc sing actv past indc
2912	,	0 , PNCT
2912	улыбнувшись	0 улыбнуться GRND perf intr past
2913	,	0 , PNCT
2913	президент	0 президент NOUN masc anim sing nomn
2914	РСПП	0 РСПП NOUN masc inan Fixd sing gent
2915	Аркадий	0 Аркадий NOUN masc anim sing nomn
2916	Вольский	0 Вольский NOUN masc anim sing nomn
2917	,	0 , PNCT
2917	войдя	0 войти GRND perf intr actv past
2918	вчера	0 вчера ADVB
2919	в	0 в PREP
2920	зал	0 зал NOUN masc inan sing accs
2921	заседания	0 заседание NOUN neut inan sing gent
2922	Союза	0 союз NOUN masc inan sing gent
2923	промышленников	0 промышленник NOUN masc anim plur gent
2924	и	0 и CONJ
2925	предпринимателей	0 предприниматель NOUN masc anim plur gent
2926	,	0 , PNCT
2926	где	0 где ADVB Ques
2927	его	0 он ADJF Apro Subx masc sing 3per accs
2928	с	0 с PREP
2929	нетерпением	0 нетерпение NOUN neut inan sing ablt
2930	ждали	0 ждать VERB impf tran actv plur past indc
2931	около	0 около PREP
2932	40	0 40 NUMR
2933	журналистов	0 журналист NOUN masc anim plur gent
2934	отечественных	0 отечественный ADJF plur gent
2935	и	0 и CONJ
2936	зарубежных	0 зарубежный ADJF plur gent
2937	СМИ	0 сми NOUN Fixd plur gent
2938	.	0 . PNCT
/sent
sent
2938	Чтобы	0 чтобы CONJ
2939	дать	0 дать INFN perf tran actv
2940	справедливую	0 справедливый ADJF femn sing accs
2941	оценку	0 оценка NOUN femn inan sing accs
2942	,	0 , PNCT
2942	необходимо	0 необходимо PRED
2943	учесть	0 учесть INFN perf tran actv
2944	,	0 , PNCT
2944	что	0 что CONJ
2945	уже	0 уже ADVB
2946	применённые	0 применить PRTF perf tran plur nomn pssv past
2947	новые	0 новый ADJF plur nomn
2948	принципы	0 принцип NOUN masc inan plur nomn
2949	и	0 и CONJ
2950	нормативы	0 норматив NOUN masc inan plur nomn
2951	к	0 к PREP
2952	банкам	0 банк NOUN masc inan plur datv
2953	,	0 , PNCT
2953	к	0 к PREP
2954	достаточности	0 достаточность NOUN femn inan sing datv
2955	их	0 их ADJF Apro
2956	капитала	0 капитал NOUN masc inan sing gent
2957	приобретают	0 приобретать VERB impf tran plur actv pres 3per indc
2958	особое	0 особый ADJF neut sing accs inan
2959	значение	0 значение NOUN neut inan sing accs
2960	при	0 при PREP
2961	переходе	0 переход NOUN masc inan sing loct
2962	банковских	0 банковский ADJF plur gent
2963	учреждений	0 учреждение NOUN neut inan plur gent
2964	на	0 на PREP
2965	международную	0 международный ADJF femn sing accs
2966	систему	0 система NOUN femn inan sing accs
2967	учёта	0 учет NOUN masc inan sing gent
2968	,	0 , PNCT
2968	которая	0 который ADJF Apro femn sing nomn
2969	начнёт	0 начать VERB perf tran sing actv futr 3per indc
2970	действовать	0 действовать INFN impf intr actv
2971	с	0 с PREP
2972	2004	0 2004 NUMR
2973	года	0 год NOUN masc inan plur accs
2974	.	0 . PNCT
/sent
sent
2974	По	0 по PREP
2975	региональным	0 региональный ADJF plur datv
2976	,	0 , PNCT
2976	к	0 к PREP
2977	сожалению	0 сожаление NOUN neut inan sing datv
2978	,	0 , PNCT
2978	ежемесячная	0 ежемесячный ADJF femn sing nomn
2979	задолженность	0 задолженность NOUN femn inan sing nomn
2980	составляет	0 составлять VERB impf tran sing actv pres 3per indc
2981	больше	0 много NUMR
2982	3	0 3 NUMR
2983	,	0 , PNCT
2983	5	0 5 NUMR
2984	млрд	0 миллиард NOUN masc inan plur gent
2985	руб	0 рубль NOUN masc inan plur gent
2986	.	0 . PNCT
2986	Стабильно	0 стабильно ADVB
2987	52	0 52 NUMR
2988	--	0 -- PNCT
2988	56	0 56 NUMR
2989	территорий	0 территория NOUN femn inan plur gent
2990	не	0 не PRCL
2991	задерживают	0 задерживать VERB impf tran plur actv pres 3per indc
2992	выплаты	0 выплата NOUN femn inan plur accs
2993	зарплат	0 зарплата NOUN femn inan plur gent
2994	.	0 . PNCT
/sent
sent
2994	Само	0 сам ADJF Apro neut sing nomn
2995	государство	0 государство NOUN neut inan sing nomn
2996	может	0 мочь VERB impf intr actv sing pres 3per indc
2997	выступить	0 выступить INFN perf intr actv
2998	на	0 на PREP
2999	стороне	0 сторона NOUN femn inan sing loct
3000	спроса	0 спрос NOUN masc inan sing gent
3001	-	0 - PNCT
3001	в	0 в PREP
3002	виде	0 вид NOUN masc inan sing loct
3003	госзаказа	0 госзаказ NOUN masc inan sing gent
3004	,	0 , PNCT
3004	распределяемого	0 распределять PRTF impf tran masc sing gent pssv pres
3005	на	0 на PREP
3006	конкурсной	0 конкурсный ADJF femn sing loct
3007	основе	0 основа NOUN femn inan sing loct
3008	.	0 . PNCT
/sent
sent
3008	Они	0 они ADJF Apro Subx plur 3per nomn
3009	должны	0 должен ADJS plur
3010	обмениваться	0 обмениваться INFN impf intr
3011	на	0 на PREP
3012	золото	0 золото NOUN neut inan sing accs
3013	,	0 , PNCT
3013	конвертируемую	0 конвертируемый ADJF femn sing accs
3014	валюту	0 валюта NOUN femn inan sing accs
3015	,	0 , PNCT
3015	возможно	0 возможно CONJ Prnt
3016	,	0 , PNCT
3016	и	0 и CONJ
3017	на	0 на PREP
3018	недвижимость	0 недвижимость NOUN femn inan sing accs
3019	(	0 ( PNCT
3019	жильё	0 жилье NOUN neut inan sing nomn
3020	,	0 , PNCT
3020	земля	0 земля NOUN femn inan sing nomn
3021	и	0 и CONJ
3022	т	0 так ADVB Ques
3023	.	0 . PNCT
3023	д	0 далее ADVB
3024	.	0 . PNCT
3025	)	0 ) PNCT
3026	.	0 . PNCT
3027	Важно	0 важно PRED
3028	проявить	0 проявить INFN perf tran actv
3029	умеренность	0 умеренность NOUN femn inan sing accs
3030	в	0 в PREP
3031	объёме	0 объем NOUN masc inan sing loct
3032	их	0 они ADJF Apro Subx plur 3per gent
3033	выпуска	0 выпуск NOUN masc inan sing gent
3034	.	0 . PNCT
/sent
sent
3034	Чтобы	0 чтобы CONJ
3035	ускорить	0 ускорить INFN perf tran actv
3036	включение	0 включение NOUN neut inan sing accs
3037	законопроекта	0 законопроект NOUN masc inan sing gent
3038	в	0 в PREP
3039	повестку	0 повестка NOUN femn inan sing accs
3040	дня	0 день NOUN masc inan sing gent
3041	,	0 , PNCT
3041	стороны	0 сторона NOUN femn inan plur nomn
3042	договорились	0 договориться VERB perf intr plur past indc
3043	представить	0 представить INFN perf tran actv
3044	дело	0 дело NOUN neut inan sing accs
3045	таким	0 такой ADJF Apro masc sing ablt
3046	образом	0 образ NOUN masc inan sing ablt
3047	,	0 , PNCT
3047	будто	0 будто CONJ
3048	бы	0 бы PRCL
3049	этот	0 этот ADJF Apro masc sing accs inan
3050	проект	0 проект NOUN masc inan sing accs
3051	вносит	0 вносить VERB impf tran sing actv pres 3per indc
3052	не	0 не PRCL
3053	правительство	0 правительство NOUN neut inan sing nomn
3054	,	0 , PNCT
3054	а	0 а CONJ
3055	сами	0 сам ADJF Apro plur nomn
3056	депутаты	0 депутат NOUN masc anim plur nomn
3057	.	0 . PNCT
/sent
sent
3057	Может	0 мочь VERB impf intr actv sing pres 3per indc
3058	быть	0 быть INFN impf intr actv
3059	,	0 , PNCT
3059	этот	0 этот ADJF Apro masc sing accs inan
3060	период	0 период NOUN masc inan sing accs
3061	надо	0 надо PRED
3062	пережить	0 пережить INFN perf tran actv
3063	.	0 . PNCT
/sent
sent
3063	Идея	0 идея NOUN femn inan sing nomn
3064	вотума	0 вотум NOUN masc inan sing gent
3065	недоверия	0 недоверие NOUN neut inan sing gent
3066	правительству	0 правительство NOUN neut inan sing datv
3067	--	0 -- PNCT
3067	это	0 это ADJF Apro Subx neut sing nomn
3068	чисто	0 чисто ADVB
3069	думское	0 думский ADJF neut sing nomn
3070	произведение	0 произведение NOUN neut inan sing nomn
3071	?	0 ? PNCT
/sent
sent
3071	Ну	0 ну PRCL
3072	да	0 да PRCL
3073	,	0 , PNCT
3073	не	0 не PRCL
3074	сильно	0 сильно ADVB
3075	Виктор	0 Виктор NOUN masc anim sing nomn
3076	Черкесов	0 Черкесов NOUN masc anim sing nomn
3077	укрепил	0 укрепить VERB perf tran masc sing actv past indc
3078	вертикаль	0 вертикаль NOUN femn inan sing accs
3079	власти	0 власть NOUN femn inan sing gent
3080	на	0 на PREP
3081	северо-западе	0 северо-запад NOUN masc inan sing loct
3082	,	0 , PNCT
3082	мало	0 мало ADVB
3083	что	0 что ADJF Apro Subx neut sing accs
3084	сделал	0 сделать VERB perf tran masc sing actv past indc
3085	,	0 , PNCT
3085	разве	0 разве PRCL
3086	что	0 что CONJ
3087	агентство	0 агентство NOUN neut inan sing nomn
3088	"	0 " PNCT
3088	Росбалт	0 росбалт NOUN masc inan sing nomn
3089	"	0 " PNCT
3090	,	0 , PNCT
3091	принадлежащее	0 принадлежать PRTF impf intr actv neut sing nomn pres
3092	его	0 его ADJF Apro
3093	супруге	0 супруга NOUN femn anim sing datv
3094	,	0 , PNCT
3094	стало	0 стать VERB perf intr actv neut sing past indc
3095	лидером	0 лидер NOUN masc anim sing ablt
3096	регионального	0 региональный ADJF masc sing gent
3097	рынка	0 рынок NOUN masc inan sing gent
3098	пиара	0 пиар NOUN masc inan sing gent
3099	:	0 : PNCT
3099	очень	0 очень ADVB
3100	много	0 много NUMR nomn
3101	питерских	0 питерский ADJF plur gent
3102	компаний	0 компания NOUN femn inan plur gent
3103	бросились	0 броситься VERB perf intr plur past indc
3104	заключать	0 заключать INFN impf tran actv
3105	договоры	0 договор NOUN masc inan plur accs
3106	с	0 с PREP
3107	"	0 " PNCT
3107	Росбалтом	0 росбалт NOUN masc inan sing ablt
3108	"	0 " PNCT
3109	.	0 . PNCT
/sent
sent
3110	Вот	0 вот PRCL
3111	тогда	0 тогда ADVB Ques
3112	и	0 и CONJ
3113	появится	0 появиться VERB perf intr sing futr 3per indc
3114	Федеральная	0 федеральный ADJF femn sing nomn
3115	служба	0 служба NOUN femn inan sing nomn
3116	расследований	0 расследование NOUN neut inan plur gent
3117	,	0 , PNCT
3117	в	0 в PREP
3118	которую	0 который ADJF Apro femn sing accs
3119	вольётся	0 влиться VERB perf intr sing futr 3per indc
3120	только	0 только PRCL
3121	что	0 что CONJ
3122	образованный	0 образовать VERB perf tran pssv masc sing nomn
3123	комитет	0 комитет NOUN masc inan sing nomn
3124	.	0 . PNCT
/sent
sent
3124	Хорошо	0 хорошо PRED
3125	,	0 , PNCT
3125	что	0 что CONJ
3126	работники	0 работник NOUN masc anim plur nomn
3127	милиции	0 милиция NOUN femn inan sing gent
3128	догадались	0 догадаться VERB perf intr plur past indc
3129	передать	0 передать INFN perf tran actv
3130	нам	0 мы ADJF Apro Subx plur 1per datv
3131	эти	0 этот ADJF Apro plur accs inan
3132	материалы	0 материал NOUN masc inan plur accs
3133	,	0 , PNCT
3133	и	0 и CONJ
3134	тут	0 тут ADVB Ques
3135	же	0 же PRCL
3136	было	0 быть VERB impf intr actv neut sing past indc
3137	возбуждено	0 возбудить PRTS perf neut sing pssv past
3138	дело	0 дело NOUN neut inan sing nomn
3139	по	0 по PREP
3140	сговору	0 сговор NOUN masc inan sing datv
3141	.	0 . PNCT
/sent
sent
3141	За	0 за PREP
3142	дефолтом	0 дефолт NOUN masc inan sing ablt
3143	кроются	0 крыться VERB impf intr plur pres 3per indc
3144	неопровержимые	0 неопровержимый ADJF plur nomn
3145	факты	0 факт NOUN masc inan plur nomn
3146	злоупотребления	0 злоупотребление NOUN neut inan sing gent
3147	служебным	0 служебный ADJF neut sing ablt
3148	положением	0 положение NOUN neut inan sing ablt
3149	руководящих	0 руководящий ADJF plur gent
3150	лиц	0 лицо NOUN neut anim plur gent
3151	государства	0 государство NOUN neut inan sing gent
3152	.	0 . PNCT
/sent
sent
3152	В	0 в PREP
3153	России	0 Россия NOUN femn inan sing loct
3154	,	0 , PNCT
3154	на	0 на PREP
3155	мой	0 мой ADJF Apro masc sing accs inan
3156	взгляд	0 взгляд NOUN masc inan sing accs
3157	,	0 , PNCT
3157	надо	0 надо PRED
3158	действовать	0 действовать INFN impf intr actv
3159	именно	0 именно PRCL
3160	таким	0 такой ADJF Apro masc sing ablt
3161	образом	0 образ NOUN masc inan sing ablt
3162	.	0 . PNCT
/sent
sent
3162	А	0 а CONJ
3163	не	0 не PRCL
3164	спасать	0 спасать INFN impf tran actv
3165	существующий	0 существующий ADJF masc sing accs inan
3166	режим	0 режим NOUN masc inan sing accs
3167	.	0 . PNCT
/sent
sent
3167	Правозащитник	0 правозащитник NOUN masc anim sing nomn
3168	защищает	0 защищать VERB impf tran sing actv pres 3per indc
3169	унижённых	0 униженный ADJF plur accs anim
3170	и	0 и CONJ
3171	оскорблённых	0 оскорбить PRTF perf tran plur accs pssv past
3172	,	0 , PNCT
3172	защищает	0 защищать VERB impf tran sing actv pres 3per indc
3173	угнетённых	0 угнетенный ADJF plur accs anim
3174	.	0 . PNCT
/sent
sent
3174	Куда	0 куда ADVB Ques
3175	мы	0 мы ADJF Apro Subx plur 1per nomn
3176	их	0 они ADJF Apro Subx plur 3per accs
3177	поставим	0 поставить VERB perf tran plur actv futr 1per indc
3178	--	0 -- PNCT
3178	в	0 в PREP
3179	составе	0 состав NOUN masc inan sing loct
3180	дохода	0 доход NOUN masc inan sing gent
3181	?	0 ? PNCT
/sent
sent
3181	Но	0 но CONJ
3182	по	0 по PREP
3183	окончании	0 окончание NOUN neut inan sing loct
3184	пленума	0 пленум NOUN masc inan sing gent
3185	лидер	0 лидер NOUN masc anim sing nomn
3186	КПРФ	0 КПРФ NOUN femn inan Fixd sing gent
3187	вышел	0 выйти VERB perf intr actv masc sing past indc
3188	к	0 к PREP
3189	журналистам	0 журналист NOUN masc anim plur datv
3190	и	0 и CONJ
3191	говорил	0 говорить VERB impf tran masc sing actv past indc
3192	в	0 в PREP
3193	основном	0 основной ADJF neut sing loct
3194	о	0 о PREP
3195	"	0 " PNCT
3195	письме	0 письмо NOUN neut inan sing loct
3196	трех	0 три NUMR gent
3197	"	0 " PNCT
3198	.	0 . PNCT
/sent
sent
3199	Из	0 из PREP
3200	Чечни	0 Чечня NOUN femn inan sing gent
3201	,	0 , PNCT
3201	мирной	0 мирный ADJF femn sing gent
3202	по	0 по PREP
3203	отношении	0 отношение NOUN neut inan sing loct
3204	к	0 к PREP
3205	Кремлю	0 кремль NOUN masc inan sing datv
3206	,	0 , PNCT
3206	в	0 в PREP
3207	Россию	0 Россия NOUN femn inan sing accs
3208	каждую	0 каждый ADJF Apro femn sing accs
3209	неделю	0 неделя NOUN femn inan sing accs
3210	отправляются	0 отправляться VERB impf intr plur pres 3per indc
3211	грузовики	0 грузовик NOUN masc inan plur nomn
3212	,	0 , PNCT
3212	легковушки	0 легковушка NOUN femn inan plur nomn
3213	и	0 и CONJ
3214	просто	0 просто PRCL
3215	курьеры	0 курьер NOUN masc anim plur nomn
3216	с	0 с PREP
3217	сумками	0 сумка NOUN femn inan plur ablt
3218	.	0 . PNCT
/sent
sent
3218	Люди	0 человек NOUN masc anim plur nomn
3219	сейчас	0 сейчас ADVB Ques
3220	соскучились	0 соскучиться VERB perf intr plur past indc
3221	по	0 по PREP
3222	общему	0 общий ADJF neut sing datv
3223	делу	0 дело NOUN neut inan sing datv
